rank,ticker,company,exchange,quote_type,country,sector,industry,market_cap,market_regime,final_score,rs_score,trend_score,trend_status,volume_score,sector_score,structure_score,rr_score,liquidity_pass,liquidity_score,momentum_score,fundamental_score,options_score,options_bias,options_confidence,options_crowded_bullish,setup_type,trigger_confirmed,trigger_level,entry,stop,target,rr,atr_pct,relative_volume,price,avg_volume_20d,avg_volume_60d,median_volume_20d,mean_volume_20d,dollar_volume_20d,median_to_mean_volume_ratio,spread_pct,bid,ask,average_volume_yf,average_volume_10d_yf,regular_market_volume_yf,earnings_date,days_to_earnings,earnings_veto,earnings_penalty,revenue_growth,earnings_growth,operating_margins,profit_margins,debt_to_equity,return_on_equity,gross_margins,return_on_assets,trailing_pe,forward_pe,price_to_book,price_to_sales_ttm,enterprise_to_ebitda,short_percent_float,short_ratio,held_percent_institutions,options_data_available,options_source,options_expirations_used,call_volume,put_volume,call_open_interest,put_open_interest,put_call_volume_ratio,put_call_oi_ratio,call_volume_share,call_oi_share,near_call_volume,near_put_volume,near_call_open_interest,near_put_open_interest,near_put_call_volume_ratio,near_put_call_oi_ratio,near_call_oi_share,max_call_oi_strike,max_call_oi,max_put_oi_strike,max_put_oi,max_pain_approx,atm_implied_volatility,call_volume_to_oi,put_volume_to_oi,total_option_volume,total_option_open_interest,warnings,scanner_stage,quote_timestamp,regular_market_time,pre_market_time,post_market_time,market_session,market_state_raw,metadata_fetched_at,quote_timestamp_source,signal,veto_reasons,reason_summary,all_veto_reasons,source_channel,validation_status,data_quality_warning,universe_veto_reasons,metadata_source,cache_schema_version,currency,enterprise_value,shares_outstanding,average_volume,average_volume_10d,bid_size,ask_size,regular_market_volume,total_debt,total_cash,free_cashflow,operating_cashflow,earnings_quarterly_growth,eps_trailing_twelve_months,eps_forward,peg_ratio,held_percent_insiders,fundamental_warning,early_veto_reasons,penalty_reasons,quote_age_seconds,quote_temporal_status,quote_status,execution_quote_quality,asset_quality_score,setup_quality_score,context_score,institutional_score,final_trade_score,score_breakdown,theoretical_entry,theoretical_stop,theoretical_target,actionable_entry,actionable_stop,actionable_target,legacy_rank,trade_rank,rank_delta,legacy_rank_basis,trade_rank_basis,run_trust_status,run_trust_reasons,critical_essential_sources,run_manual_review_required,schema_version,backtest_run_id,generated_at_utc,market_date_et,exchange_timezone
280,INFY,Infosys Limited,NYQ,EQUITY,,,,46029651968,neutral,51.71,0.38,0.2,weak,0.244,,0.78,1.0,True,1.0,0.86,0.5,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,RECLAIM,True,11.048999977111816,11.369999885559082,10.668214150837489,13.5600004196167,3.1206113571493685,0.041148387087961376,0.3104456145641307,11.369999885559082,22707999.95,20435479.983333334,19724500.0,22707999.95,258189956.83277562,0.8686145870807966,,,,,,,,,False,False,,,,,,,,,,,,,,,,,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,,,,,UNKNOWN,,,,VETO,trend_score_too_weak,Veto: trend_score_too_weak,trend_score_too_weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,MISSING,LOW,56.67,72.1,29.0,,55.84,asset=56.67; setup=72.1; context=29.0; institutional=None,11.369999885559082,10.668214150837489,13.5600004196167,,,,278,190,88,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260727T155819342631Z,2026-07-27T15:58:19.342631+00:00,2026-07-27,America/New_York
281,CDNS,"Cadence Design Systems, Inc.",NMS,EQUITY,United States,Technology,Software - Application,93130653696,neutral,51.68,0.363,0.4,weak,0.236,0.653,0.25,1.0,True,1.0,0.1,0.862,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,338.20001220703125,318.46965728759767,416.69000244140625,3.978133721105322,0.04554785753950572,0.5327165706547816,338.20001220703125,2096841.1,2325015.3666666667,1782450.0,2096841.1,709151685.6162049,0.8500644135599974,,337.57,333.09,2395801.0,2303160.0,1115679.0,2026-07-27,-1.0,False,False,0.187,0.23,0.29699,0.21180001,46.992,0.20656,0.86079,0.10389,79.12529,35.930622,14.202573,16.855688,45.436,0.0225,2.76,0.93147004,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-27T15:56:26+00:00,1785167786.0,,,REGULAR,REGULAR,2026-07-27T15:56:32.640081+00:00,yahoo_quote_summary,VETO,"trend_score_too_weak, no_valid_setup","Veto: trend_score_too_weak, no_valid_setup","trend_score_too_weak, no_valid_setup",,,,,,,,,,,,,,,,,,,,,,,,,,,113.11,KNOWN,INVALID,LOW,75.4,39.65,47.2,,49.0,asset=75.4; setup=39.65; context=47.2; institutional=None,338.20001220703125,318.46965728759767,416.69000244140625,,,,279,284,-5,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260727T155819342631Z,2026-07-27T15:58:19.342631+00:00,2026-07-27,America/New_York
282,PFE,"Pfizer, Inc.",NYQ,EQUITY,United States,Healthcare,Drug Manufacturers - General,141203734528,neutral,51.64,0.37,0.2,weak,0.481,0.467,0.25,1.0,True,1.0,0.7,0.3114,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,24.75510025024414,24.05563919884818,26.90999984741211,3.0807999857422983,0.01883682000410031,0.28774374856012647,24.75510025024414,41652964.0,40771313.0,43527400.0,41652964.0,1031123299.5398102,1.0450012632954524,0.00040281973816709007,24.82,24.83,41332090.0,38236360.0,11967194.0,2026-08-04,7.0,False,True,0.054,-0.101,0.31617,0.118310004,71.602,0.083100006,0.74801004,0.05687,18.900764,8.735134,1.5660974,2.228828,7.534,0.0287,3.21,0.69549006,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"earnings en 7 días: penalización; options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-27T15:57:28+00:00,1785167848.0,,,REGULAR,REGULAR,2026-07-27T15:57:37.247714+00:00,yahoo_quote_summary,VETO,"trend_score_too_weak, no_valid_setup","Veto: trend_score_too_weak, no_valid_setup","trend_score_too_weak, no_valid_setup",,,,,,,,,,,,,,,,,,,,,,,,,,,51.11,KNOWN,VALID,HIGH,50.38,60.77,34.57,,49.0,asset=50.38; setup=60.77; context=34.57; institutional=None,24.75510025024414,24.05563919884818,26.90999984741211,,,,280,285,-5,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260727T155819342631Z,2026-07-27T15:58:19.342631+00:00,2026-07-27,America/New_York
283,MANE,"Veradermics, Incorporated",NYQ,EQUITY,United States,Healthcare,Biotechnology,4754832384,neutral,51.37,0.599,0.0,weak,0.452,0.467,0.25,1.0,True,1.0,0.51,0.4917,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,113.80999755859375,103.92774696350098,144.00713838849748,3.05569470631505,0.0884431405491042,0.14751569401918707,113.80999755859375,766725.2,651940.0666666667,533800.0,766725.2,87260993.1401123,0.6962077156196249,0.007991920256444005,113.41,114.32,667170.0,708280.0,112867.0,2026-08-13,16.0,False,False,,,0.0,0.0,0.003,,0.0,,,-37.333237,10.878417,,,0.1447,4.97,0.8017,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-27T15:54:53+00:00,1785167693.0,,,REGULAR,REGULAR,2026-07-27T15:55:19.304344+00:00,yahoo_quote_summary,VETO,"trend_score_too_weak, no_valid_setup","Veto: trend_score_too_weak, no_valid_setup","trend_score_too_weak, no_valid_setup",,,,,,,,,,,,,,,,,,,,,,,,,,,206.11,KNOWN,VALID,HIGH,49.72,55.3,35.53,,48.26,asset=49.72; setup=55.3; context=35.53; institutional=None,113.80999755859375,103.92774696350098,144.00713838849748,,,,281,432,-151,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260727T155819342631Z,2026-07-27T15:58:19.342631+00:00,2026-07-27,America/New_York
284,WMG,Warner Music Group Corp.,NMS,EQUITY,United States,Communication Services,Entertainment,14474830848,neutral,51.13,0.412,0.15,weak,0.53,0.452,0.25,1.0,True,1.0,0.35,0.6287,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,27.739999771118164,26.348214081355504,35.41999816894531,5.51808978517146,0.03344834658126025,0.14953069864342564,27.739999771118164,2009801.35,2448485.45,1864050.0,2009801.35,55751888.98899298,0.9274797233069825,0.5441800405829182,19.73,34.48,2462177.0,1719590.0,297025.0,2026-08-06,9.0,False,False,0.167,3.931,0.15589,0.0634,508.333,0.50965,0.45799,0.07315,33.011906,14.146587,19.597174,2.028952,11.55,0.0979,5.14,1.10075,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-27T15:55:11+00:00,1785167711.0,,,REGULAR,REGULAR,2026-07-27T15:55:31.945891+00:00,yahoo_quote_summary,VETO,"trend_score_too_weak, no_valid_setup","Veto: trend_score_too_weak, no_valid_setup","trend_score_too_weak, no_valid_setup",,,,,,,,,,,,,,,,,,,,,,,,,,,188.11,KNOWN,WIDE_OR_INCOHERENT,LOW,59.29,53.25,33.8,,49.0,asset=59.29; setup=53.25; context=33.8; institutional=None,27.739999771118164,26.348214081355504,35.41999816894531,,,,282,286,-4,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260727T155819342631Z,2026-07-27T15:58:19.342631+00:00,2026-07-27,America/New_York
285,MDLN,Medline Inc.,NMS,EQUITY,United States,Healthcare,Medical Instruments & Supplies,71431168000,neutral,51.02,0.346,0.0,weak,0.477,0.467,0.78,0.74,True,1.0,0.51,0.4335,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,RECLAIM,True,37.77239990234375,40.060001373291016,37.43125179835728,45.66999816894531,2.134093277331566,0.04374687110697214,0.1315768285183497,40.060001373291016,6899223.9,9820567.966666667,6089050.0,6899223.9,276382918.90864223,0.8825702844634452,0.14632930325314716,37.18,43.05,9787193.0,5470790.0,902131.0,2026-08-05,8.0,False,False,0.107,,0.05427,0.033150002,65.311,0.060500003,0.25858,,35.16228,24.07363,3.0084808,2.4510038,16.824,0.0756,3.41,1.01465,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-27T15:56:33+00:00,1785167793.0,,,REGULAR,REGULAR,2026-07-27T15:56:38.280093+00:00,yahoo_quote_summary,VETO,trend_score_too_weak,Veto: trend_score_too_weak,trend_score_too_weak,,,,,,,,,,,,,,,,,,,,,,,,,,,106.11,KNOWN,WIDE_OR_INCOHERENT,LOW,47.78,62.67,27.1,,48.65,asset=47.78; setup=62.67; context=27.1; institutional=None,40.060001373291016,37.43125179835728,45.66999816894531,,,,283,428,-145,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260727T155819342631Z,2026-07-27T15:58:19.342631+00:00,2026-07-27,America/New_York
286,INTC,Intel Corporation,NMS,EQUITY,United States,Technology,Semiconductors,447604523008,neutral,50.98,0.47,0.4,weak,0.224,0.653,0.25,1.0,True,1.0,0.1,0.511,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,89.03500366210938,86.50530242919922,142.35000610351562,21.075612308601727,0.08898586107974182,0.6787360776931556,89.03500366210938,104841986.95,129493840.65,105458750.0,104841986.95,9334606692.036074,1.0058827867340414,0.024136963233230488,88.0,90.15,131581550.0,114190490.0,71020457.0,2026-10-22,86.0,False,False,0.254,,0.12189999,-0.19794,48.997,-0.10715,0.38873002,0.0141199995,,44.38041,4.010006,7.864225,29.814,0.024,1.02,0.66008,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-27T15:57:09+00:00,1785167829.0,,,REGULAR,REGULAR,2026-07-27T15:57:09.780713+00:00,yahoo_quote_summary,VETO,"trend_score_too_weak, no_valid_setup","Veto: trend_score_too_weak, no_valid_setup","trend_score_too_weak, no_valid_setup",,,,,,,,,,,,,,,,,,,,,,,,,,,70.11,KNOWN,VALID,MEDIUM,63.7,39.35,50.77,,49.0,asset=63.7; setup=39.35; context=50.77; institutional=None,89.03500366210938,86.50530242919922,142.35000610351562,,,,284,287,-3,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260727T155819342631Z,2026-07-27T15:58:19.342631+00:00,2026-07-27,America/New_York
287,MMYT,MakeMyTrip Limited,NMS,EQUITY,India,Consumer Cyclical,Travel Services,4947798528,neutral,50.59,0.487,0.4,weak,0.497,0.427,0.25,0.826,True,1.0,0.35,0.2177,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,51.81999969482422,48.09830015182495,60.82428550720215,2.4194015955198513,0.057920274446195325,0.27130976113389704,51.81999969482422,965350.45,1058265.15,950650.0,965350.45,50024460.02439842,0.98477190330206,0.5561601243684415,37.15,65.77,1070088.0,839030.0,260162.0,2026-08-03,6.0,False,True,0.019,-0.922,0.16108,0.04962,,0.089899994,0.58555,0.05441,144.63889,22.623787,-74.598854,4.7315874,29.549,0.121300004,7.25,0.96998,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"earnings en 6 días: penalización; options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-27T15:54:32+00:00,1785167672.0,,,REGULAR,REGULAR,2026-07-27T15:54:40.153811+00:00,yahoo_quote_summary,VETO,"trend_score_too_weak, no_valid_setup","Veto: trend_score_too_weak, no_valid_setup","trend_score_too_weak, no_valid_setup",,,,,,,,,,,,,,,,,,,,,,,,,,,227.11,KNOWN,WIDE_OR_INCOHERENT,LOW,53.92,48.08,43.8,,48.51,asset=53.92; setup=48.08; context=43.8; institutional=None,51.81999969482422,48.09830015182495,60.82428550720215,,,,285,430,-145,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260727T155819342631Z,2026-07-27T15:58:19.342631+00:00,2026-07-27,America/New_York
288,GOOG,Alphabet Inc.,NMS,EQUITY,United States,Communication Services,Internet Content & Information,4014659862528,neutral,50.29,0.311,0.4,weak,0.292,0.452,0.25,1.0,True,1.0,0.1,0.9681,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,328.6650085449219,313.3155645751953,404.4700012207031,4.938614898708389,0.03617803077458156,0.46940937759024504,328.6650085449219,22294343.7,22465244.566666666,18483150.0,22294343.7,7327370662.663925,0.8290510924526565,0.03456607722732665,319.27,330.5,22582480.0,20994990.0,10456929.0,2026-07-22,-6.0,False,False,0.242,2.94,0.34033,0.54771,18.859,0.48676,0.60897,0.12958999,16.476429,22.296696,6.4551244,9.011728,21.938,,2.47,0.61342,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-27T15:57:39+00:00,1785167859.0,,,REGULAR,REGULAR,2026-07-27T15:57:45.005613+00:00,yahoo_quote_summary,VETO,"trend_score_too_weak, no_valid_setup","Veto: trend_score_too_weak, no_valid_setup","trend_score_too_weak, no_valid_setup",,,,,,,,,,,,,,,,,,,,,,,,,,,40.11,KNOWN,WIDE_OR_INCOHERENT,LOW,78.94,41.05,38.77,,49.0,asset=78.94; setup=41.05; context=38.77; institutional=None,328.6650085449219,313.3155645751953,404.4700012207031,,,,286,288,-2,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260727T155819342631Z,2026-07-27T15:58:19.342631+00:00,2026-07-27,America/New_York
289,CSGP,"CoStar Group, Inc.",NMS,EQUITY,United States,Real Estate,Real Estate Services,12068953088,neutral,50.27,0.26,0.2,weak,0.33,0.413,0.78,1.0,True,1.0,0.45,0.0939,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,RECLAIM,True,29.01750020980835,29.510000228881836,27.254643167768208,36.529998779296875,3.1125885437176732,0.050951249149913176,0.3852391984316364,29.510000228881836,6548736.5,7693707.166666667,6118750.0,6548736.5,193253215.61388683,0.9343405403469814,0.09429280397022333,26.88,29.54,7759037.0,7428880.0,2494537.0,2026-07-28,0.0,True,False,0.225,,0.0033399998,0.00733,14.35,0.00303,0.78634,-0.00158,421.92856,16.633814,1.5195246,3.5348141,41.394,0.0403,2.21,1.06182,False,not_prioritized,,,,,,,,,,,,,,,,,,,,,,,,,,,earnings en 0 días: veto; candidato fuera del cupo priorizado de opciones,FULL_SCORE,2026-07-27T15:54:13+00:00,1785167653.0,,,REGULAR,REGULAR,2026-07-27T15:54:15.105379+00:00,yahoo_quote_summary,VETO,"trend_score_too_weak, earnings_too_close","Veto: trend_score_too_weak, earnings_too_close","trend_score_too_weak, earnings_too_close",,,,,,,,,,,,,,,,,,,,,,,,,,,246.11,KNOWN,WIDE_OR_INCOHERENT,LOW,43.13,64.0,29.1,,48.51,asset=43.13; setup=64.0; context=29.1; institutional=None,29.510000228881836,27.254643167768208,36.529998779296875,,,,287,431,-144,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260727T155819342631Z,2026-07-27T15:58:19.342631+00:00,2026-07-27,America/New_York
290,TFPM,Triple Flag Precious Metals Cor,NYQ,EQUITY,,,,5958477312,neutral,50.27,0.288,0.2,weak,0.373,,0.78,1.0,True,1.0,0.61,0.5,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,RECLAIM,True,28.767999935150147,28.899999618530273,27.372024944850377,36.119998931884766,4.725208760146668,0.035247397781975075,0.18187641474532099,28.899999618530273,684398.8,655362.9333333333,487250.0,684398.8,19779125.058922578,0.7119387117569463,,,,,,,,,False,False,,,,,,,,,,,,,,,,,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,,,,,UNKNOWN,,,,VETO,trend_score_too_weak,Veto: trend_score_too_weak,trend_score_too_weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,MISSING,LOW,56.67,69.08,24.4,,53.22,asset=56.67; setup=69.08; context=24.4; institutional=None,28.899999618530273,27.372024944850377,36.119998931884766,,,,288,195,93,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260727T155819342631Z,2026-07-27T15:58:19.342631+00:00,2026-07-27,America/New_York
291,CGAU,Centerra Gold Inc.,NYQ,EQUITY,,,,3241071360,neutral,50.24,0.314,0.6,weak,0.234,,0.25,0.971,True,1.0,0.86,0.5,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,16.329999923706055,15.313749858311244,19.280000686645508,2.902829592235632,0.041488061651061114,0.31668670188432146,16.329999923706055,1285860.75,1529738.5833333333,1257350.0,1285860.75,20998105.94939661,0.9778274980397372,,,,,,,,,False,False,,,,,,,,,,,,,,,,,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,,,,,UNKNOWN,,,,VETO,no_valid_setup,Veto: no_valid_setup,no_valid_setup,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,MISSING,LOW,70.0,57.88,45.7,,49.0,asset=70.0; setup=57.88; context=45.7; institutional=None,16.329999923706055,15.313749858311244,19.280000686645508,,,,289,289,0,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260727T155819342631Z,2026-07-27T15:58:19.342631+00:00,2026-07-27,America/New_York
292,GOOGL,Alphabet Inc.,NMS,EQUITY,United States,Communication Services,Internet Content & Information,4015209840640,neutral,50.1,0.303,0.4,weak,0.283,0.452,0.25,1.0,True,1.0,0.1,0.9681,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,328.70001220703125,313.32549392700196,408.6099853515625,5.197559473998623,0.03648570703332996,0.44656292022181704,328.70001220703125,32895684.65,32937788.216666665,26355600.0,32895684.65,10812811946.01365,0.8011871551060726,0.018140520434762865,325.02,330.97,33133475.0,32216430.0,14678945.0,2026-07-22,-6.0,False,False,0.242,2.94,0.34033,0.54771,18.859,0.48676,0.60897,0.12958999,16.501505,22.308231,6.458464,9.016391,21.984,0.0134000005,2.32,0.81105006,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-27T15:57:28+00:00,1785167848.0,,,REGULAR,REGULAR,2026-07-27T15:57:29.489161+00:00,yahoo_quote_summary,VETO,"trend_score_too_weak, no_valid_setup","Veto: trend_score_too_weak, no_valid_setup","trend_score_too_weak, no_valid_setup",,,,,,,,,,,,,,,,,,,,,,,,,,,51.11,KNOWN,VALID,MEDIUM,78.94,40.83,38.5,,49.0,asset=78.94; setup=40.83; context=38.5; institutional=None,328.70001220703125,313.32549392700196,408.6099853515625,,,,290,290,0,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260727T155819342631Z,2026-07-27T15:58:19.342631+00:00,2026-07-27,America/New_York
293,SMCI,"Super Micro Computer, Inc.",NMS,EQUITY,United States,Technology,Computer Hardware,18662287360,neutral,49.82,0.36,0.2,weak,0.14,0.653,0.25,1.0,True,1.0,0.45,0.6576,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,28.844999313354492,25.792499133518763,51.400001525878906,7.389025678530253,0.07054949448198922,0.42416647647861305,28.844999313354492,47074460.4,54564723.46666667,36643150.0,47074460.4,1357862777.9145331,0.7784082852705413,0.12406625527768769,28.88,32.7,54537519.0,51451740.0,19940319.0,2026-08-11,14.0,False,False,1.227,3.26,0.061100002,0.03701,120.798,0.17877,0.08394,0.05524,15.202632,8.722397,2.2930062,0.5544455,16.437,0.19610001,1.94,0.64165,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-27T15:57:21+00:00,1785167841.0,,,REGULAR,REGULAR,2026-07-27T15:57:23.036832+00:00,yahoo_quote_summary,VETO,"trend_score_too_weak, no_valid_setup","Veto: trend_score_too_weak, no_valid_setup","trend_score_too_weak, no_valid_setup",,,,,,,,,,,,,,,,,,,,,,,,,,,58.11,KNOWN,WIDE_OR_INCOHERENT,LOW,61.92,46.0,40.43,,48.88,asset=61.92; setup=46.0; context=40.43; institutional=None,28.844999313354492,25.792499133518763,51.400001525878906,,,,291,426,-135,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260727T155819342631Z,2026-07-27T15:58:19.342631+00:00,2026-07-27,America/New_York
294,DSGX,The Descartes Systems Group Inc,NMS,EQUITY,Canada,Technology,Software - Application,6118324736,neutral,49.81,0.475,0.0,weak,0.319,0.653,0.25,0.746,True,1.0,0.51,0.8058,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,71.2699966430664,66.70678274972099,81.08999633789062,2.151991978536185,0.042684758507836616,0.4925026351983122,71.2699966430664,501432.85,521732.61666666664,428450.0,501432.85,35737117.53622322,0.8544513986269547,0.5381890321666432,51.58,89.56,525991.0,459860.0,245791.0,2026-09-02,36.0,False,False,0.147,0.341,0.32851002,0.23346001,0.499,0.11422,0.77348,0.080690004,35.52239,21.956463,3.7628458,8.115846,17.164,,4.74,0.93474,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-27T15:53:17+00:00,1785167597.0,,,REGULAR,REGULAR,2026-07-27T15:55:11.771193+00:00,yahoo_quote_summary,VETO,"trend_score_too_weak, no_valid_setup","Veto: trend_score_too_weak, no_valid_setup","trend_score_too_weak, no_valid_setup",,,,,,,,,,,,,,,,,,,,,,,,,,,302.11,KNOWN,WIDE_OR_INCOHERENT,LOW,60.19,45.62,37.6,,47.44,asset=60.19; setup=45.62; context=37.6; institutional=None,71.2699966430664,66.70678274972099,81.08999633789062,,,,292,443,-151,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260727T155819342631Z,2026-07-27T15:58:19.342631+00:00,2026-07-27,America/New_York
295,MRVL,"Marvell Technology, Inc.",NMS,EQUITY,United States,Technology,Semiconductors,165884166144,neutral,49.76,0.334,0.4,weak,0.157,0.653,0.25,1.0,True,1.0,0.1,0.7116,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,185.5,177.060246963501,329.8800048828125,17.107136222875113,0.09363496858980914,0.40260592735703515,185.5,26812044.4,41553496.46666667,25659200.0,26812044.4,4973634236.2,0.9570027416484511,0.05363781200212424,183.25,193.35,41464181.0,23794340.0,10785371.0,2026-08-27,30.0,False,False,0.276,-0.804,0.14479999,0.28986,28.97,0.16028,0.51502997,0.03808,63.804123,29.750326,8.924726,19.11726,63.181,0.0434,0.71,0.87681,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-27T15:57:41+00:00,1785167861.0,,,REGULAR,REGULAR,2026-07-27T15:57:43.552536+00:00,yahoo_quote_summary,VETO,"trend_score_too_weak, no_valid_setup","Veto: trend_score_too_weak, no_valid_setup","trend_score_too_weak, no_valid_setup",,,,,,,,,,,,,,,,,,,,,,,,,,,38.11,KNOWN,WIDE_OR_INCOHERENT,LOW,70.39,37.67,46.23,,49.0,asset=70.39; setup=37.67; context=46.23; institutional=None,185.5,177.060246963501,329.8800048828125,,,,293,291,2,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260727T155819342631Z,2026-07-27T15:58:19.342631+00:00,2026-07-27,America/New_York
