ticker,appearances,first_seen,last_seen,days_seen,latest_signal,latest_recommendation,latest_setup_type,latest_rank,latest_final_trade_score,latest_setup_quality_score,latest_quote_status,latest_execution_quote_quality,latest_quote_recheck_priority,signal_path,recommendation_path,rank_path,final_trade_score_path,setup_quality_score_path,score_delta,rank_delta,was_trigger_confirmed,promoted_to_trigger,persistent_watchlist,deteriorated_signal,disappeared_from_manual_review,manual_quote_recheck_count,latest_in_manual_review,setup_persistence_score,setup_persistence_bucket,persistence_bonus_reason,persistence_penalty_reason
PAY,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,186,46.34,51.43,VALID,HIGH,,VETO,DO_NOT_TRADE,345 -> 345 -> 345 -> 345 -> 382 -> 372 -> 378 -> 380 -> 380 -> 380 -> 380 -> 380 -> 380 -> 380 -> 380 -> 380 -> 169 -> 178 -> 181 -> 176 -> 178 -> 180 -> 186 -> 187 -> 187 -> 186 -> 186 -> 186 -> 186 -> 186 -> 186 -> 186 -> 186 -> 186 -> 186 -> 186 -> 186,46.78 -> 46.78 -> 46.78 -> 46.78 -> 46.93 -> 48.30 -> 48.80 -> 48.79 -> 48.79 -> 48.80 -> 48.79 -> 48.79 -> 48.79 -> 48.79 -> 48.79 -> 48.79 -> 46.04 -> 45.58 -> 45.51 -> 45.48 -> 45.45 -> 45.26 -> 46.32 -> 46.32 -> 46.32 -> 46.34 -> 46.34 -> 46.34 -> 46.34 -> 46.34 -> 46.34 -> 46.34 -> 46.34 -> 46.34 -> 46.34 -> 46.34 -> 46.34,53.13 -> 53.13 -> 53.13 -> 53.13 -> 53.48 -> 55.46 -> 56.38 -> 56.38 -> 56.38 -> 56.38 -> 56.38 -> 56.38 -> 56.38 -> 56.38 -> 56.38 -> 56.38 -> 50.69 -> 50.29 -> 49.64 -> 49.50 -> 49.50 -> 49.14 -> 51.43 -> 51.43 -> 51.43 -> 51.43 -> 51.43 -> 51.43 -> 51.43 -> 51.43 -> 51.43 -> 51.43 -> 51.43 -> 51.43 -> 51.43 -> 51.43 -> 51.43,-0.44,159,False,False,False,False,False,0,False,49.0,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, rank_improved, execution_quote_quality_high, quote_valid","latest_veto, not_in_latest_manual_review, final_trade_score_deteriorated, score_capped_by_non_operable_signal"
WHR,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,187,45.11,39.21,VALID,HIGH,,VETO,DO_NOT_TRADE,386 -> 386 -> 386 -> 386 -> 262 -> 253 -> 285 -> 287 -> 287 -> 287 -> 287 -> 287 -> 287 -> 287 -> 287 -> 287 -> 123 -> 187 -> 188 -> 183 -> 185 -> 186 -> 188 -> 189 -> 189 -> 188 -> 188 -> 188 -> 187 -> 187 -> 187 -> 187 -> 187 -> 187 -> 187 -> 187 -> 187,43.93 -> 43.93 -> 43.93 -> 43.93 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 43.45 -> 43.82 -> 43.44 -> 43.00 -> 43.62 -> 44.19 -> 44.86 -> 44.86 -> 44.86 -> 44.86 -> 44.86 -> 45.11 -> 45.11 -> 45.11 -> 45.11 -> 45.11 -> 45.11 -> 45.11 -> 45.11 -> 45.11,36.90 -> 36.90 -> 36.90 -> 36.90 -> 51.41 -> 52.95 -> 53.53 -> 53.53 -> 53.53 -> 53.53 -> 53.53 -> 53.53 -> 53.53 -> 53.53 -> 53.53 -> 53.53 -> 49.07 -> 35.11 -> 35.36 -> 34.99 -> 35.24 -> 37.52 -> 37.90 -> 39.21 -> 39.21 -> 39.21 -> 39.21 -> 39.21 -> 39.21 -> 39.21 -> 39.21 -> 39.21 -> 39.21 -> 39.21 -> 39.21 -> 39.21 -> 39.21,1.18,199,False,False,False,False,False,0,False,49.0,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, final_trade_score_improved, rank_improved, execution_quote_quality_high, quote_valid","latest_veto, not_in_latest_manual_review, score_capped_by_non_operable_signal"
FIS,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,188,45.04,50.65,VALID,HIGH,,VETO,DO_NOT_TRADE,373 -> 373 -> 373 -> 373 -> 415 -> 406 -> 412 -> 411 -> 411 -> 411 -> 411 -> 411 -> 411 -> 411 -> 411 -> 411 -> 174 -> 186 -> 187 -> 182 -> 184 -> 188 -> 187 -> 188 -> 188 -> 187 -> 187 -> 187 -> 188 -> 188 -> 188 -> 188 -> 188 -> 188 -> 188 -> 188 -> 188,44.91 -> 44.91 -> 44.91 -> 44.91 -> 44.74 -> 45.43 -> 45.95 -> 46.04 -> 46.04 -> 46.05 -> 46.04 -> 46.04 -> 46.04 -> 46.04 -> 46.04 -> 46.04 -> 45.18 -> 44.40 -> 44.45 -> 43.84 -> 43.83 -> 39.87 -> 45.01 -> 45.03 -> 45.03 -> 45.04 -> 45.04 -> 45.04 -> 45.04 -> 45.04 -> 45.04 -> 45.04 -> 45.04 -> 45.04 -> 45.04 -> 45.04 -> 45.04,50.61 -> 50.61 -> 50.61 -> 50.61 -> 50.47 -> 50.78 -> 51.45 -> 51.68 -> 51.68 -> 51.68 -> 51.68 -> 51.68 -> 51.68 -> 51.68 -> 51.68 -> 51.68 -> 50.53 -> 49.60 -> 49.10 -> 48.01 -> 48.04 -> 40.22 -> 50.65 -> 50.65 -> 50.65 -> 50.65 -> 50.65 -> 50.65 -> 50.65 -> 50.65 -> 50.65 -> 50.65 -> 50.65 -> 50.65 -> 50.65 -> 50.65 -> 50.65,0.13,185,False,False,False,False,False,0,False,49.0,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, final_trade_score_improved, rank_improved, execution_quote_quality_high, quote_valid","latest_veto, not_in_latest_manual_review, score_capped_by_non_operable_signal"
TLK,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,189,44.27,40.23,VALID,HIGH,,VETO,DO_NOT_TRADE,348 -> 348 -> 348 -> 348 -> 374 -> 384 -> 391 -> 392 -> 392 -> 392 -> 392 -> 392 -> 392 -> 392 -> 392 -> 392 -> 177 -> 181 -> 184 -> 177 -> 179 -> 178 -> 189 -> 190 -> 190 -> 189 -> 189 -> 189 -> 189 -> 189 -> 189 -> 189 -> 189 -> 189 -> 189 -> 189 -> 189,46.63 -> 46.63 -> 46.63 -> 46.63 -> 47.43 -> 47.57 -> 47.86 -> 47.84 -> 47.84 -> 47.86 -> 47.84 -> 47.84 -> 47.84 -> 47.84 -> 47.84 -> 47.84 -> 45.10 -> 45.21 -> 45.18 -> 45.22 -> 45.34 -> 45.56 -> 44.00 -> 44.04 -> 44.04 -> 44.03 -> 44.03 -> 44.03 -> 44.27 -> 44.27 -> 44.27 -> 44.27 -> 44.27 -> 44.27 -> 44.27 -> 44.27 -> 44.27,49.02 -> 49.02 -> 49.02 -> 49.02 -> 49.26 -> 50.63 -> 51.63 -> 51.62 -> 51.62 -> 51.62 -> 51.62 -> 51.62 -> 51.62 -> 51.62 -> 51.62 -> 51.62 -> 43.43 -> 43.52 -> 44.01 -> 43.73 -> 43.94 -> 43.82 -> 40.23 -> 40.23 -> 40.23 -> 40.23 -> 40.23 -> 40.23 -> 40.23 -> 40.23 -> 40.23 -> 40.23 -> 40.23 -> 40.23 -> 40.23 -> 40.23 -> 40.23,-2.36,159,False,False,False,False,False,0,False,49.0,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, rank_improved, execution_quote_quality_high, quote_valid","latest_veto, not_in_latest_manual_review, final_trade_score_deteriorated, score_capped_by_non_operable_signal"
GWRE,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,192,42.16,41.6,VALID,HIGH,,VETO,DO_NOT_TRADE,354 -> 354 -> 354 -> 354 -> 392 -> 379 -> 377 -> 379 -> 379 -> 379 -> 379 -> 379 -> 379 -> 379 -> 379 -> 379 -> 167 -> 179 -> 191 -> 185 -> 187 -> 189 -> 192 -> 193 -> 193 -> 192 -> 192 -> 192 -> 192 -> 192 -> 192 -> 192 -> 192 -> 192 -> 192 -> 192 -> 192,46.40 -> 46.40 -> 46.40 -> 46.40 -> 46.51 -> 47.84 -> 48.82 -> 48.80 -> 48.80 -> 48.81 -> 48.80 -> 48.80 -> 48.80 -> 48.80 -> 48.80 -> 48.80 -> 46.53 -> 45.51 -> 38.08 -> 38.63 -> 38.61 -> 39.39 -> 42.13 -> 42.14 -> 42.14 -> 42.15 -> 42.15 -> 42.15 -> 42.16 -> 42.16 -> 42.16 -> 42.16 -> 42.16 -> 42.16 -> 42.16 -> 42.16 -> 42.16,48.55 -> 48.55 -> 48.55 -> 48.55 -> 48.89 -> 50.64 -> 52.20 -> 52.20 -> 52.20 -> 52.20 -> 52.20 -> 52.20 -> 52.20 -> 52.20 -> 52.20 -> 52.20 -> 49.47 -> 48.18 -> 33.01 -> 34.18 -> 34.21 -> 35.80 -> 41.60 -> 41.60 -> 41.60 -> 41.60 -> 41.60 -> 41.60 -> 41.60 -> 41.60 -> 41.60 -> 41.60 -> 41.60 -> 41.60 -> 41.60 -> 41.60 -> 41.60,-4.24,162,False,False,False,False,False,0,False,49.0,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, rank_improved, execution_quote_quality_high, quote_valid","latest_veto, not_in_latest_manual_review, final_trade_score_deteriorated, score_capped_by_non_operable_signal"
THC,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,193,41.61,43.08,VALID,HIGH,,VETO,DO_NOT_TRADE,350 -> 350 -> 350 -> 350 -> 381 -> 428 -> 447 -> 448 -> 448 -> 448 -> 448 -> 448 -> 448 -> 448 -> 448 -> 448 -> 181 -> 188 -> 179 -> 174 -> 177 -> 184 -> 193 -> 194 -> 194 -> 193 -> 193 -> 193 -> 193 -> 193 -> 193 -> 193 -> 193 -> 193 -> 193 -> 193 -> 193,46.52 -> 46.52 -> 46.52 -> 46.52 -> 46.95 -> 44.04 -> 41.22 -> 41.47 -> 41.47 -> 41.51 -> 41.47 -> 41.47 -> 41.47 -> 41.47 -> 41.47 -> 41.47 -> 42.31 -> 43.31 -> 46.15 -> 46.17 -> 45.79 -> 44.22 -> 41.61 -> 41.62 -> 41.62 -> 41.61 -> 41.61 -> 41.61 -> 41.61 -> 41.61 -> 41.61 -> 41.61 -> 41.61 -> 41.61 -> 41.61 -> 41.61 -> 41.61,48.35 -> 48.35 -> 48.35 -> 48.35 -> 48.74 -> 41.89 -> 37.47 -> 37.47 -> 37.47 -> 37.47 -> 37.47 -> 37.47 -> 37.47 -> 37.47 -> 37.47 -> 37.47 -> 40.70 -> 42.03 -> 47.16 -> 47.80 -> 47.63 -> 47.84 -> 43.08 -> 43.08 -> 43.08 -> 43.08 -> 43.08 -> 43.08 -> 43.08 -> 43.08 -> 43.08 -> 43.08 -> 43.08 -> 43.08 -> 43.08 -> 43.08 -> 43.08,-4.91,157,False,False,False,False,False,0,False,49.0,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, rank_improved, execution_quote_quality_high, quote_valid","latest_veto, not_in_latest_manual_review, final_trade_score_deteriorated, score_capped_by_non_operable_signal"
BTDR,35,2026-06-09T13:45:27,2026-06-11T01:05:13,3,AVOID,AVOID_FOR_NOW,PULLBACK,83,69.4,76.89,MISSING,LOW,,VETO -> AVOID,DO_NOT_TRADE -> AVOID_FOR_NOW,310 -> 310 -> 310 -> 310 -> 345 -> 346 -> 360 -> 362 -> 362 -> 362 -> 362 -> 362 -> 362 -> 362 -> 362 -> 362 -> 294 -> 269 -> 271 -> 80 -> 84 -> 84 -> 84 -> 84 -> 84 -> 84 -> 83 -> 83 -> 83 -> 83 -> 83 -> 83 -> 83 -> 83 -> 83,49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 67.10 -> 69.31 -> 69.40 -> 69.40 -> 69.40 -> 69.40 -> 69.40 -> 69.40 -> 69.40 -> 69.40 -> 69.40 -> 69.40 -> 69.40 -> 69.40 -> 69.40 -> 69.40,44.34 -> 44.34 -> 44.34 -> 44.34 -> 44.80 -> 45.60 -> 46.12 -> 46.12 -> 46.12 -> 46.12 -> 46.12 -> 46.12 -> 46.12 -> 46.12 -> 46.12 -> 46.12 -> 45.02 -> 45.90 -> 45.97 -> 69.24 -> 76.71 -> 76.89 -> 76.89 -> 76.89 -> 76.89 -> 76.89 -> 76.89 -> 76.89 -> 76.89 -> 76.89 -> 76.89 -> 76.89 -> 76.89 -> 76.89 -> 76.89,20.4,227,False,False,False,False,False,0,False,49.0,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, final_trade_score_improved, rank_improved","latest_avoid, not_in_latest_manual_review, execution_quote_quality_low, quote_missing, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
ARM,35,2026-06-09T13:45:27,2026-06-11T01:05:13,3,AVOID,AVOID_FOR_NOW,PULLBACK,89,67.98,71.45,MISSING,LOW,,VETO -> AVOID,DO_NOT_TRADE -> AVOID_FOR_NOW,315 -> 315 -> 315 -> 315 -> 355 -> 363 -> 371 -> 374 -> 374 -> 374 -> 374 -> 374 -> 374 -> 374 -> 374 -> 374 -> 79 -> 74 -> 77 -> 79 -> 90 -> 90 -> 90 -> 90 -> 90 -> 90 -> 89 -> 89 -> 89 -> 89 -> 89 -> 89 -> 89 -> 89 -> 89,49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 68.79 -> 67.50 -> 67.49 -> 67.48 -> 67.98 -> 67.98 -> 67.98 -> 67.98 -> 67.98 -> 67.98 -> 67.98 -> 67.98 -> 67.98 -> 67.98 -> 67.98 -> 67.98 -> 67.98 -> 67.98 -> 67.98,42.54 -> 42.54 -> 42.54 -> 42.54 -> 42.43 -> 41.88 -> 41.84 -> 41.88 -> 41.88 -> 41.88 -> 41.88 -> 41.88 -> 41.88 -> 41.88 -> 41.88 -> 41.88 -> 70.15 -> 70.50 -> 70.47 -> 70.45 -> 71.45 -> 71.45 -> 71.45 -> 71.45 -> 71.45 -> 71.45 -> 71.45 -> 71.45 -> 71.45 -> 71.45 -> 71.45 -> 71.45 -> 71.45 -> 71.45 -> 71.45,18.98,226,False,False,False,False,False,0,False,49.0,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, final_trade_score_improved, rank_improved","latest_avoid, not_in_latest_manual_review, execution_quote_quality_low, quote_missing, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
GM,29,2026-06-09T17:29:00,2026-06-11T01:05:13,3,AVOID,AVOID_FOR_NOW,PULLBACK,84,69.15,78.71,MISSING,LOW,,VETO -> AVOID,DO_NOT_TRADE -> AVOID_FOR_NOW,279 -> 279 -> 279 -> 279 -> 279 -> 279 -> 279 -> 279 -> 279 -> 74 -> 76 -> 69 -> 71 -> 73 -> 85 -> 85 -> 85 -> 85 -> 85 -> 85 -> 84 -> 84 -> 84 -> 84 -> 84 -> 84 -> 84 -> 84 -> 84,49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 70.62 -> 70.88 -> 70.71 -> 70.76 -> 70.26 -> 69.14 -> 69.16 -> 69.16 -> 69.14 -> 69.14 -> 69.14 -> 69.15 -> 69.15 -> 69.15 -> 69.15 -> 69.15 -> 69.15 -> 69.15 -> 69.15 -> 69.15,54.27 -> 54.27 -> 54.27 -> 54.27 -> 54.27 -> 54.27 -> 54.27 -> 54.27 -> 54.27 -> 77.39 -> 77.91 -> 77.53 -> 77.60 -> 77.79 -> 78.71 -> 78.71 -> 78.71 -> 78.71 -> 78.71 -> 78.71 -> 78.71 -> 78.71 -> 78.71 -> 78.71 -> 78.71 -> 78.71 -> 78.71 -> 78.71 -> 78.71,20.15,195,False,False,False,False,False,0,False,49.0,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, final_trade_score_improved, rank_improved","latest_avoid, not_in_latest_manual_review, execution_quote_quality_low, quote_missing, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
NP,27,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,RECLAIM,106,66.81,78.67,VALID,HIGH,,VETO,DO_NOT_TRADE,126 -> 126 -> 126 -> 126 -> 403 -> 407 -> 94 -> 95 -> 125 -> 117 -> 117 -> 117 -> 106 -> 107 -> 107 -> 107 -> 107 -> 107 -> 106 -> 106 -> 106 -> 106 -> 106 -> 106 -> 106 -> 106 -> 106,49.00 -> 49.00 -> 49.00 -> 49.00 -> 45.67 -> 45.41 -> 66.77 -> 66.37 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 66.78 -> 66.81 -> 66.81 -> 66.79 -> 66.79 -> 66.79 -> 66.81 -> 66.81 -> 66.81 -> 66.81 -> 66.81 -> 66.81 -> 66.81 -> 66.81 -> 66.81,49.78 -> 49.78 -> 49.78 -> 49.78 -> 50.15 -> 49.75 -> 77.53 -> 77.31 -> 51.04 -> 50.50 -> 50.44 -> 50.72 -> 78.67 -> 78.67 -> 78.67 -> 78.67 -> 78.67 -> 78.67 -> 78.67 -> 78.67 -> 78.67 -> 78.67 -> 78.67 -> 78.67 -> 78.67 -> 78.67 -> 78.67,17.81,20,False,False,False,False,False,0,False,49.0,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, final_trade_score_improved, rank_improved, execution_quote_quality_high, quote_valid","latest_veto, not_in_latest_manual_review, score_capped_by_non_operable_signal"
FN,27,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,130,49.0,53.15,VALID,HIGH,,VETO,DO_NOT_TRADE,266 -> 266 -> 266 -> 266 -> 288 -> 274 -> 131 -> 137 -> 131 -> 124 -> 122 -> 123 -> 129 -> 130 -> 130 -> 131 -> 131 -> 131 -> 130 -> 130 -> 130 -> 130 -> 130 -> 130 -> 130 -> 130 -> 130,49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00,48.94 -> 48.94 -> 48.94 -> 48.94 -> 49.51 -> 51.09 -> 48.00 -> 47.74 -> 49.27 -> 49.55 -> 49.54 -> 49.86 -> 52.64 -> 53.15 -> 53.15 -> 53.15 -> 53.15 -> 53.15 -> 53.15 -> 53.15 -> 53.15 -> 53.15 -> 53.15 -> 53.15 -> 53.15 -> 53.15 -> 53.15,0.0,136,False,False,False,False,False,0,False,49.0,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, rank_improved, execution_quote_quality_high, quote_valid","latest_veto, not_in_latest_manual_review, score_capped_by_non_operable_signal"
CLS,26,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,149,49.0,48.84,VALID,HIGH,,VETO -> AVOID -> VETO,DO_NOT_TRADE -> AVOID_FOR_NOW -> DO_NOT_TRADE,253 -> 253 -> 253 -> 253 -> 275 -> 128 -> 134 -> 59 -> 128 -> 129 -> 132 -> 149 -> 151 -> 151 -> 151 -> 151 -> 151 -> 149 -> 149 -> 149 -> 149 -> 149 -> 149 -> 149 -> 149 -> 149,49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 66.98 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00,50.08 -> 50.08 -> 50.08 -> 50.08 -> 50.54 -> 48.38 -> 48.01 -> 76.37 -> 48.49 -> 48.59 -> 48.25 -> 48.84 -> 48.84 -> 48.84 -> 48.84 -> 48.84 -> 48.84 -> 48.84 -> 48.84 -> 48.84 -> 48.84 -> 48.84 -> 48.84 -> 48.84 -> 48.84 -> 48.84,0.0,104,False,False,False,False,False,0,False,49.0,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, rank_improved, execution_quote_quality_high, quote_valid","latest_veto, not_in_latest_manual_review, score_capped_by_non_operable_signal"
CBOE,26,2026-06-09T15:37:32,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,122,49.0,54.31,VALID,HIGH,,VETO,DO_NOT_TRADE,234 -> 248 -> 247 -> 247 -> 248 -> 247 -> 247 -> 247 -> 247 -> 247 -> 247 -> 121 -> 123 -> 123 -> 123 -> 123 -> 123 -> 122 -> 122 -> 122 -> 122 -> 122 -> 122 -> 122 -> 122 -> 122,49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00,54.29 -> 56.51 -> 56.51 -> 56.51 -> 56.51 -> 56.51 -> 56.51 -> 56.51 -> 56.51 -> 56.51 -> 56.51 -> 54.31 -> 54.31 -> 54.31 -> 54.31 -> 54.31 -> 54.31 -> 54.31 -> 54.31 -> 54.31 -> 54.31 -> 54.31 -> 54.31 -> 54.31 -> 54.31 -> 54.31,0.0,112,False,False,False,False,False,0,False,49.0,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, rank_improved, execution_quote_quality_high, quote_valid","latest_veto, not_in_latest_manual_review, score_capped_by_non_operable_signal"
SBUX,24,2026-06-09T16:17:12,2026-06-11T01:05:13,3,AVOID,AVOID_FOR_NOW,PULLBACK,96,64.54,81.8,MISSING,LOW,,VETO -> AVOID,DO_NOT_TRADE -> AVOID_FOR_NOW,253 -> 253 -> 253 -> 254 -> 253 -> 253 -> 253 -> 253 -> 253 -> 253 -> 97 -> 97 -> 97 -> 97 -> 97 -> 96 -> 96 -> 96 -> 96 -> 96 -> 96 -> 96 -> 96 -> 96,49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 64.55 -> 64.55 -> 64.53 -> 64.53 -> 64.53 -> 64.54 -> 64.54 -> 64.54 -> 64.54 -> 64.54 -> 64.54 -> 64.54 -> 64.54 -> 64.54,55.88 -> 55.88 -> 55.88 -> 55.88 -> 55.88 -> 55.88 -> 55.88 -> 55.88 -> 55.88 -> 55.88 -> 81.80 -> 81.80 -> 81.80 -> 81.80 -> 81.80 -> 81.80 -> 81.80 -> 81.80 -> 81.80 -> 81.80 -> 81.80 -> 81.80 -> 81.80 -> 81.80,15.54,157,False,False,False,False,False,0,False,49.0,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, final_trade_score_improved, rank_improved","latest_avoid, not_in_latest_manual_review, execution_quote_quality_low, quote_missing, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
TNK,22,2026-06-09T15:37:32,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,145,49.0,49.8,VALID,HIGH,,VETO,DO_NOT_TRADE,312 -> 121 -> 132 -> 136 -> 132 -> 133 -> 134 -> 144 -> 146 -> 146 -> 146 -> 146 -> 146 -> 145 -> 145 -> 145 -> 145 -> 145 -> 145 -> 145 -> 145 -> 145,49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00,48.62 -> 50.43 -> 48.20 -> 47.85 -> 47.80 -> 47.80 -> 48.08 -> 49.80 -> 49.80 -> 49.80 -> 49.80 -> 49.80 -> 49.80 -> 49.80 -> 49.80 -> 49.80 -> 49.80 -> 49.80 -> 49.80 -> 49.80 -> 49.80 -> 49.80,0.0,167,False,False,False,False,False,0,False,49.0,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, rank_improved, execution_quote_quality_high, quote_valid","latest_veto, not_in_latest_manual_review, score_capped_by_non_operable_signal"
USB,21,2026-06-10T12:44:03,2026-06-11T01:05:13,2,AVOID,AVOID_FOR_NOW,BREAKOUT,72,74.72,86.36,MISSING,LOW,,VETO -> AVOID,DO_NOT_TRADE -> AVOID_FOR_NOW,190 -> 193 -> 197 -> 239 -> 242 -> 250 -> 73 -> 73 -> 73 -> 73 -> 73 -> 73 -> 72 -> 72 -> 72 -> 72 -> 72 -> 72 -> 72 -> 72 -> 72,49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 74.71 -> 74.73 -> 74.73 -> 74.72 -> 74.72 -> 74.72 -> 74.72 -> 74.72 -> 74.72 -> 74.72 -> 74.72 -> 74.72 -> 74.72 -> 74.72 -> 74.72,58.14 -> 57.81 -> 57.80 -> 50.01 -> 50.10 -> 50.56 -> 86.36 -> 86.36 -> 86.36 -> 86.36 -> 86.36 -> 86.36 -> 86.36 -> 86.36 -> 86.36 -> 86.36 -> 86.36 -> 86.36 -> 86.36 -> 86.36 -> 86.36,25.72,118,False,False,False,False,False,0,False,49.0,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, final_trade_score_improved, rank_improved","latest_avoid, not_in_latest_manual_review, execution_quote_quality_low, quote_missing, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
CMC,21,2026-06-10T12:44:03,2026-06-11T01:05:13,2,AVOID,AVOID_FOR_NOW,PULLBACK,49,71.84,76.21,VALID,HIGH,,AVOID,AVOID_FOR_NOW,29 -> 34 -> 29 -> 26 -> 28 -> 33 -> 48 -> 49 -> 49 -> 49 -> 49 -> 49 -> 49 -> 49 -> 49 -> 49 -> 49 -> 49 -> 49 -> 49 -> 49,73.24 -> 73.33 -> 73.03 -> 73.21 -> 73.22 -> 71.60 -> 72.50 -> 72.42 -> 72.42 -> 72.40 -> 72.40 -> 72.40 -> 71.84 -> 71.84 -> 71.84 -> 71.84 -> 71.84 -> 71.84 -> 71.84 -> 71.84 -> 71.84,75.36 -> 75.31 -> 75.76 -> 75.38 -> 75.38 -> 74.91 -> 76.21 -> 76.21 -> 76.21 -> 76.21 -> 76.21 -> 76.21 -> 76.21 -> 76.21 -> 76.21 -> 76.21 -> 76.21 -> 76.21 -> 76.21 -> 76.21 -> 76.21,-1.4,-20,False,False,False,False,False,0,False,49.0,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, execution_quote_quality_high, quote_valid","latest_avoid, not_in_latest_manual_review, final_trade_score_deteriorated, rank_deteriorated, score_capped_by_non_operable_signal"
