rank,ticker,company,exchange,quote_type,country,sector,industry,market_cap,market_regime,final_score,rs_score,trend_score,trend_status,volume_score,sector_score,structure_score,rr_score,liquidity_pass,liquidity_score,momentum_score,fundamental_score,options_score,options_bias,options_confidence,options_crowded_bullish,setup_type,trigger_confirmed,trigger_level,entry,stop,target,rr,atr_pct,relative_volume,price,avg_volume_20d,avg_volume_60d,median_volume_20d,mean_volume_20d,dollar_volume_20d,median_to_mean_volume_ratio,spread_pct,bid,ask,average_volume_yf,average_volume_10d_yf,regular_market_volume_yf,earnings_date,days_to_earnings,earnings_veto,earnings_penalty,revenue_growth,earnings_growth,operating_margins,profit_margins,debt_to_equity,return_on_equity,gross_margins,return_on_assets,trailing_pe,forward_pe,price_to_book,price_to_sales_ttm,enterprise_to_ebitda,short_percent_float,short_ratio,held_percent_institutions,options_data_available,options_source,options_expirations_used,call_volume,put_volume,call_open_interest,put_open_interest,put_call_volume_ratio,put_call_oi_ratio,call_volume_share,call_oi_share,near_call_volume,near_put_volume,near_call_open_interest,near_put_open_interest,near_put_call_volume_ratio,near_put_call_oi_ratio,near_call_oi_share,max_call_oi_strike,max_call_oi,max_put_oi_strike,max_put_oi,max_pain_approx,atm_implied_volatility,call_volume_to_oi,put_volume_to_oi,total_option_volume,total_option_open_interest,warnings,scanner_stage,quote_timestamp,regular_market_time,pre_market_time,post_market_time,market_session,market_state_raw,metadata_fetched_at,quote_timestamp_source,signal,veto_reasons,reason_summary,all_veto_reasons,source_channel,validation_status,data_quality_warning,universe_veto_reasons,metadata_source,cache_schema_version,currency,enterprise_value,shares_outstanding,average_volume,average_volume_10d,bid_size,ask_size,regular_market_volume,total_debt,total_cash,free_cashflow,operating_cashflow,earnings_quarterly_growth,eps_trailing_twelve_months,eps_forward,peg_ratio,held_percent_insiders,fundamental_warning,early_veto_reasons,penalty_reasons,quote_age_seconds,quote_temporal_status,quote_status,execution_quote_quality,asset_quality_score,setup_quality_score,context_score,institutional_score,final_trade_score,score_breakdown,theoretical_entry,theoretical_stop,theoretical_target,actionable_entry,actionable_stop,actionable_target,legacy_rank,trade_rank,rank_delta,legacy_rank_basis,trade_rank_basis,run_trust_status,run_trust_reasons,critical_essential_sources,run_manual_review_required,schema_version,backtest_run_id,generated_at_utc,market_date_et,exchange_timezone
108,BE,Bloom Energy Corporation,NYQ,EQUITY,United States,Industrials,Electrical Equipment & Parts,80944947200.0,risk_on,73.16,0.799,1.0,excellent,0.558,0.47,0.25,1.0,True,1.0,1.0,0.6795,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,274.614990234375,249.19352286202567,351.2799987792969,3.0157585878897626,0.06171420176456968,0.7249854780620713,274.614990234375,12762070.8,15291586.933333334,11589500.0,12762070.8,3504655948.1124024,0.9081206476303203,0.00021734405564008652,276.03,276.09,15117611.0,13640700.0,9147590.0,2026-10-27,46.0,False,False,1.655,,0.17106001,0.07868,171.578,0.22213,0.31651,0.05599,352.07794,55.81576,49.976486,25.981188,182.229,0.0743,1.47,0.86087,False,not_prioritized,,,,,,,,,,,,,,,,,,,,,,,,,,,candidato fuera del cupo priorizado de opciones,FULL_SCORE,2026-09-11T17:03:11+00:00,1789146191.0,,,REGULAR,REGULAR,2026-09-11T17:03:25.161812+00:00,yahoo_quote_summary,AVOID,,NO_VALID_SETUP | score 73.16 | RS 0.799 | trend 1.0 | R:R 3.02 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,no_valid_setup,268.49,KNOWN,VALID,HIGH,89.32,70.2,75.63,,49.0,asset=89.32; setup=70.2; context=75.63; institutional=None,274.614990234375,249.19352286202567,351.2799987792969,,,,18,162,-144,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
109,SIMO,Silicon Motion Technology Corpo,NMS,EQUITY,Hong Kong,Technology,Semiconductors,9575887872.0,risk_on,72.99,0.703,0.85,excellent,0.534,0.637,0.25,0.982,True,1.0,1.0,0.9521,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,282.7699890136719,258.2139320373535,355.0,2.9414335964436837,0.05789406686325325,0.3790678150925117,282.7699890136719,806541.7,989460.5666666667,756750.0,806541.7,228065787.64806822,0.9382651882723485,0.5183609863415529,202.04,343.41,992553.0,707320.0,299847.0,2026-10-29,48.0,False,False,1.27,7.338,0.2242,0.2206,6.924,0.31569,0.48869,0.10149,33.230667,17.879074,9.192171,7.3101673,36.26,0.0558,1.41,0.75608003,False,not_prioritized,,,,,,,,,,,,,,,,,,,,,,,,,,,candidato fuera del cupo priorizado de opciones,FULL_SCORE,2026-09-11T17:03:18+00:00,1789146198.0,,,REGULAR,REGULAR,2026-09-11T17:03:25.934623+00:00,yahoo_quote_summary,AVOID,,NO_VALID_SETUP | score 72.99 | RS 0.703 | trend 0.85 | R:R 2.94 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,no_valid_setup,261.49,KNOWN,WIDE_OR_INCOHERENT,LOW,93.4,69.15,73.0,,49.0,asset=93.4; setup=69.15; context=73.0; institutional=None,282.7699890136719,258.2139320373535,355.0,,,,20,163,-143,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
110,HPE,Hewlett Packard Enterprise Comp,NYQ,EQUITY,United States,Technology,Communication Equipment,80470917120.0,risk_on,72.74,0.773,1.0,excellent,0.625,0.637,0.25,0.7,True,1.0,1.0,0.7027,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,60.650001525878906,55.41285937173026,71.12428583417619,2.0,0.057566826297209536,0.9298546861611384,60.650001525878906,22548365.15,20835530.05,18541150.0,22548365.15,1367558380.7535746,0.8222835614315036,0.00131470829909611,60.81,60.89,21088698.0,31919550.0,20786129.0,2026-12-03,83.0,False,False,0.337,4.102,0.12560001,0.06666,76.464,0.10936,0.36622003,0.02641,31.26804,13.194673,3.038469,1.9231453,12.695,0.047399998,3.44,0.91339,False,not_prioritized,,,,,,,,,,,,,,,,,,,,,,,,,,,candidato fuera del cupo priorizado de opciones,FULL_SCORE,2026-09-11T17:03:06+00:00,1789146186.0,,,REGULAR,REGULAR,2026-09-11T17:03:07.870974+00:00,yahoo_quote_summary,AVOID,,NO_VALID_SETUP | score 72.74 | RS 0.773 | trend 1.0 | R:R 2.0 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,no_valid_setup,273.49,KNOWN,VALID,HIGH,90.09,64.38,80.33,,49.0,asset=90.09; setup=64.38; context=80.33; institutional=None,60.650001525878906,55.41285937173026,71.12428583417619,,,,21,164,-143,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
111,ANF,Abercrombie & Fitch Company,NYQ,EQUITY,United States,Consumer Cyclical,Apparel Retail,6251432448.0,risk_on,72.52,0.979,1.0,excellent,0.517,0.481,0.25,0.7,True,1.0,1.0,0.7071,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,147.39999389648438,133.70124271937777,174.79749625069755,1.999999999999998,0.06195726704813346,0.159116120241223,147.39999389648438,2398154.25,1528613.0833333333,1471200.0,2398154.25,353487921.81282806,0.6134717981547684,0.0011569741722531454,146.85,147.02,1536345.0,2120030.0,378733.0,2026-11-25,74.0,False,False,0.048,0.433,0.19941,0.10035,93.997,0.40609002,0.63675,0.13628,12.729707,11.479824,4.763151,1.1711912,7.342,0.1363,1.99,1.1554,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-09-11T17:05:37+00:00,1789146337.0,,,REGULAR,REGULAR,2026-09-11T17:05:44.422981+00:00,yahoo_quote_summary,AVOID,,NO_VALID_SETUP | score 72.52 | RS 0.979 | trend 1.0 | R:R 2.0 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,no_valid_setup,122.49,KNOWN,VALID,HIGH,90.24,61.67,82.0,,49.0,asset=90.24; setup=61.67; context=82.0; institutional=None,147.39999389648438,133.70124271937777,174.79749625069755,,,,23,165,-142,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
112,HPQ,HP Inc.,NYQ,EQUITY,United States,Technology,Computer Hardware,31440943104.0,risk_on,72.29,0.893,1.0,excellent,0.622,0.637,0.25,0.7,True,1.0,1.0,0.3532,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,34.82500076293945,32.17589398792812,40.12321431296212,2.0,0.05071273925772119,1.0934821156425523,34.82500076293945,15173058.4,15587752.8,14077950.0,15173058.4,528401770.3561249,0.9278254672769203,0.000286820593718572,34.86,34.87,15437654.0,17852800.0,16537722.0,2026-11-24,74.0,False,False,0.125,-0.113,0.05396,0.04143,,,0.1966,0.05629,13.305345,11.109093,-341.7647,0.5313619,7.698,0.1,5.06,0.95939004,False,not_prioritized,,,,,,,,,,,,,,,,,,,,,,,,,,,candidato fuera del cupo priorizado de opciones,FULL_SCORE,2026-09-11T17:03:08+00:00,1789146188.0,,,REGULAR,REGULAR,2026-09-11T17:03:22.047700+00:00,yahoo_quote_summary,AVOID,,NO_VALID_SETUP | score 72.29 | RS 0.893 | trend 1.0 | R:R 2.0 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,no_valid_setup,271.49,KNOWN,VALID,HIGH,78.44,64.3,84.33,,49.0,asset=78.44; setup=64.3; context=84.33; institutional=None,34.82500076293945,32.17589398792812,40.12321431296212,,,,24,166,-142,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
113,SMTC,Semtech Corporation,NMS,EQUITY,United States,Technology,Semiconductors,15783229440.0,risk_on,71.87,0.76,1.0,excellent,0.526,0.637,0.25,0.7,True,1.0,1.0,0.7615,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,169.44000244140625,153.5499496459961,201.22010803222656,2.0,0.06251987947141768,0.3604734662783698,169.44000244140625,3408508.85,3346017.95,2734650.0,3408508.85,577537747.8655548,0.802300982730322,0.13242662848962072,156.54,178.74,3329406.0,2806670.0,1220518.0,2026-11-23,73.0,False,False,0.327,,0.16222,0.13116999,70.105,0.23663999,0.52901,0.05785,112.03311,28.989258,27.480505,13.445489,84.599,0.0942,2.44,1.0137,False,not_prioritized,,,,,,,,,,,,,,,,,,,,,,,,,,,candidato fuera del cupo priorizado de opciones,FULL_SCORE,2026-09-11T17:03:21+00:00,1789146201.0,,,REGULAR,REGULAR,2026-09-11T17:03:24.255929+00:00,yahoo_quote_summary,AVOID,,NO_VALID_SETUP | score 71.87 | RS 0.76 | trend 1.0 | R:R 2.0 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,no_valid_setup,258.49,KNOWN,WIDE_OR_INCOHERENT,LOW,92.05,61.9,79.9,,49.0,asset=92.05; setup=61.9; context=79.9; institutional=None,169.44000244140625,153.5499496459961,201.22010803222656,,,,30,167,-137,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
114,AAPL,Apple Inc.,NMS,EQUITY,United States,Technology,Consumer Electronics,4881533894656.0,risk_on,71.35,0.77,0.85,excellent,0.573,0.637,0.25,0.7,True,1.0,1.0,0.8679,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,334.4599914550781,322.69248962402344,357.9949951171875,2.0,0.02345572391655341,0.7241904852461535,334.4599914550781,41495673.6,54085604.53333333,38409350.0,41495673.6,13878642637.67871,0.9256230027797404,0.0037903093429632515,334.43,335.7,53861848.0,44713000.0,29989048.0,2026-10-29,48.0,False,False,0.164,0.287,0.32623002,0.27618998,78.445,1.4875101,0.48653,0.27082002,38.35149,34.92824,45.438175,10.455051,28.507,0.0095999995,2.97,0.66336995,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-09-11T17:05:56+00:00,1789146356.0,,,REGULAR,REGULAR,2026-09-11T17:05:57.181361+00:00,yahoo_quote_summary,AVOID,,NO_VALID_SETUP | score 71.35 | RS 0.77 | trend 0.85 | R:R 2.0 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,no_valid_setup,103.49,KNOWN,VALID,HIGH,90.6,63.08,75.23,,49.0,asset=90.6; setup=63.08; context=75.23; institutional=None,334.4599914550781,322.69248962402344,357.9949951171875,,,,33,168,-135,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
115,SWKS,"Skyworks Solutions, Inc.",NMS,EQUITY,United States,Technology,Semiconductors,13582426112.0,risk_on,71.09,0.905,1.0,excellent,0.668,0.637,0.25,0.7,True,1.0,0.74,0.3514,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,90.63500213623047,84.60821519579207,102.68857601710728,2.000000000000002,0.04433009174814341,1.058001841259703,90.63500213623047,6063077.35,5888675.783333333,4889550.0,6063077.35,549527028.5693805,0.8064469109898458,0.08183522664607921,86.96,94.38,5782396.0,7408670.0,6367982.0,2026-11-03,53.0,False,False,-0.031,-0.686,0.08825,0.072270006,11.869,0.05094,0.40734002,0.03441,46.77202,18.189878,2.3675513,3.3838663,14.231,0.36380002,6.41,1.2365,False,not_prioritized,,,,,,,,,,,,,,,,,,,,,,,,,,,candidato fuera del cupo priorizado de opciones,FULL_SCORE,2026-09-11T17:03:06+00:00,1789146186.0,,,REGULAR,REGULAR,2026-09-11T17:03:14.462689+00:00,yahoo_quote_summary,AVOID,,NO_VALID_SETUP | score 71.09 | RS 0.905 | trend 1.0 | R:R 2.0 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,no_valid_setup,273.49,KNOWN,WIDE_OR_INCOHERENT,LOW,78.38,58.95,84.73,,49.0,asset=78.38; setup=58.95; context=84.73; institutional=None,90.63500213623047,84.60821519579207,102.68857601710728,,,,38,169,-131,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
116,SEI,"Solaris Energy Infrastructure, ",NYQ,EQUITY,United States,Energy,Oil & Gas Equipment & Services,6915043328.0,risk_on,71.0,0.602,0.7,acceptable,0.513,1.0,0.25,0.981,True,1.0,1.0,0.4783,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,68.95999908447266,63.092428071158274,86.19000244140625,2.936479732045199,0.05672439183307696,0.6073416720323996,68.95999908447266,2608528.4,3013799.466666667,2164950.0,2608528.4,179884116.07582092,0.8299507109065786,0.0037681159420288536,68.87,69.13,2973853.0,2624680.0,1575606.0,2026-11-02,52.0,False,False,0.469,-0.135,0.26487,0.07192,216.673,0.08099,0.49943,0.04077,91.62667,29.0679,4.7858486,9.072669,22.862,0.23799999,5.75,1.0478,False,not_prioritized,,,,,,,,,,,,,,,,,,,,,,,,,,,candidato fuera del cupo priorizado de opciones,FULL_SCORE,2026-09-11T17:02:29+00:00,1789146149.0,,,REGULAR,REGULAR,2026-09-11T17:03:15.244509+00:00,yahoo_quote_summary,AVOID,,NO_VALID_SETUP | score 71.0 | RS 0.602 | trend 0.7 | R:R 2.94 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,no_valid_setup,310.49,KNOWN,VALID,HIGH,72.61,68.6,76.73,,49.0,asset=72.61; setup=68.6; context=76.73; institutional=None,68.95999908447266,63.092428071158274,86.19000244140625,,,,40,170,-130,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
117,ASST,"Strive, Inc.",NGM,EQUITY,United States,Financial Services,Asset Management,2645351424.0,risk_on,70.54,0.993,1.0,excellent,0.474,0.614,0.25,0.7,True,1.0,0.74,0.4788,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,27.890100479125977,24.445349965776717,34.779601505824495,2.0,0.08234105660363718,0.6555305221197368,27.890100479125977,9930962.45,5601675.816666666,9670150.0,9930962.45,276975540.5849271,0.9737374447529001,0.5409836065573771,8.9,15.5,5591982.0,11297210.0,6491490.0,2026-11-10,59.0,False,False,0.946,,-84.83033,0.0,0.246,-1.3705701,0.0,-0.72117996,,-25.668201,3.5320227,311.0137,-3.488,0.2401,2.98,0.53211,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-09-11T17:04:31+00:00,1789146271.0,,,REGULAR,REGULAR,2026-09-11T17:04:39.298276+00:00,yahoo_quote_summary,AVOID,,NO_VALID_SETUP | score 70.54 | RS 0.993 | trend 1.0 | R:R 2.0 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,no_valid_setup,188.49,KNOWN,STALE_POSSIBLE,LOW,82.63,54.1,86.9,,49.0,asset=82.63; setup=54.1; context=86.9; institutional=None,27.890100479125977,24.445349965776717,34.779601505824495,,,,41,171,-130,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
118,MFG,"Mizuho Financial Group, Inc. Sp",NYQ,EQUITY,Japan,Financial Services,Banks - Regional,138882383872.0,risk_on,70.52,0.762,1.0,excellent,0.387,0.614,0.25,0.7,True,1.0,1.0,0.8159,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,11.475000381469727,11.153035981314522,12.118929181780134,1.9999999999999944,0.018705265908610876,0.6692406812771811,11.475000381469727,2886968.85,3637484.6166666667,2693300.0,2886968.85,33127968.655041218,0.9329161968616322,0.0008722197993894275,11.46,11.47,3650077.0,3055100.0,1888908.0,2026-11-12,62.0,False,False,0.35,0.497,0.46686,0.29136,,0.124919996,0.0,0.00476,15.70548,8.248201,1.9258987,0.029275222,,0.0007,2.61,0.02247,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-09-11T17:04:36+00:00,1789146276.0,,,REGULAR,REGULAR,2026-09-11T17:04:45.481518+00:00,yahoo_quote_summary,AVOID,,NO_VALID_SETUP | score 70.52 | RS 0.762 | trend 1.0 | R:R 2.0 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,no_valid_setup,183.49,KNOWN,VALID,HIGH,93.86,58.42,79.2,,49.0,asset=93.86; setup=58.42; context=79.2; institutional=None,11.475000381469727,11.153035981314522,12.118929181780134,,,,42,172,-130,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
119,ARW,"Arrow Electronics, Inc.",NYQ,EQUITY,United States,Technology,Electronics & Computer Distribution,11475100672.0,risk_on,70.49,0.654,1.0,excellent,0.538,0.637,0.25,0.7,True,1.0,1.0,0.7055,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,225.74000549316406,215.62357875279017,245.97285897391183,1.9999999999999971,0.029876337066833385,0.7427456562564877,225.74000549316406,535387.85,585530.95,483800.0,535387.85,120858456.19997329,0.9036439657717298,0.0018199977804904967,225.07,225.48,581198.0,511250.0,396293.0,2026-10-29,47.0,False,False,0.318,0.465,0.0395,0.02259,30.663,0.12036,0.11271,0.026589999,14.405112,9.42278,1.6404704,0.31944877,8.748,0.0335,2.45,1.05981,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-09-11T17:03:12+00:00,1789146192.0,,,REGULAR,REGULAR,2026-09-11T17:03:35.443853+00:00,yahoo_quote_summary,AVOID,,NO_VALID_SETUP | score 70.49 | RS 0.654 | trend 1.0 | R:R 2.0 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,no_valid_setup,267.49,KNOWN,VALID,HIGH,90.18,62.2,76.37,,49.0,asset=90.18; setup=62.2; context=76.37; institutional=None,225.74000549316406,215.62357875279017,245.97285897391183,,,,43,173,-130,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
120,AMD,"Advanced Micro Devices, Inc.",NMS,EQUITY,United States,Technology,Semiconductors,837516787712.0,risk_on,70.47,0.677,0.85,excellent,0.506,0.637,0.25,0.843,True,1.0,1.0,0.8017,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,513.9962768554688,485.4373561314174,584.72998046875,2.476763890930645,0.03704167002761106,0.6510160009125939,513.9962768554688,17638512.7,25177724.233333334,16327300.0,17638512.7,9066129857.067902,0.9256619465426924,,513.51,512.77,25687543.0,17325500.0,11455735.0,2026-11-03,53.0,False,False,0.501,1.595,0.1725,0.15577,6.361,0.10196,0.55724,0.05128,130.66794,32.852753,12.466923,20.295769,85.053,0.0257,1.88,0.75388,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-09-11T17:06:22+00:00,1789146382.0,,,REGULAR,REGULAR,2026-09-11T17:06:25.230794+00:00,yahoo_quote_summary,AVOID,,NO_VALID_SETUP | score 70.47 | RS 0.677 | trend 0.85 | R:R 2.48 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,no_valid_setup,77.49,KNOWN,INVALID,LOW,88.39,64.98,72.13,,49.0,asset=88.39; setup=64.98; context=72.13; institutional=None,513.9962768554688,485.4373561314174,584.72998046875,,,,45,174,-129,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
121,INSP,"Inspire Medical Systems, Inc.",NYQ,EQUITY,United States,Healthcare,Medical Devices,2058996992.0,risk_on,70.31,0.967,0.85,excellent,0.542,0.617,0.25,0.7,True,1.0,0.86,0.5103,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,71.25,66.6416792188372,80.4666415623256,2.0,0.04311879093485667,1.0874149296034614,71.25,545033.9,840651.3,516350.0,545033.9,38833665.375,0.9473722643674091,0.002686081854810175,70.64,70.83,848093.0,589260.0,590944.0,2026-11-02,52.0,False,False,-0.076,,-0.0025600002,0.15026,3.524,0.17965001,0.86132,0.03915,15.73289,46.36955,2.495448,2.292585,23.522,0.1656,5.57,1.30381,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-09-11T17:04:15+00:00,1789146255.0,,,REGULAR,REGULAR,2026-09-11T17:04:28.018933+00:00,yahoo_quote_summary,AVOID,,NO_VALID_SETUP | score 70.31 | RS 0.967 | trend 0.85 | R:R 2.0 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,no_valid_setup,204.49,KNOWN,VALID,HIGH,78.68,58.8,81.13,,49.0,asset=78.68; setup=58.8; context=81.13; institutional=None,71.25,66.6416792188372,80.4666415623256,,,,46,175,-129,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
122,HOOD,"Robinhood Markets, Inc.",NMS,EQUITY,United States,Financial Services,Capital Markets,101753643008.0,risk_on,70.13,0.852,1.0,excellent,0.238,0.614,0.25,0.7,True,1.0,1.0,0.84,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,113.18000030517578,103.29339299883162,132.9532149178641,2.0,0.05823530234838995,0.6079471477766857,113.18000030517578,21813394.55,23191166.516666666,17767950.0,21813394.55,2468840001.8259196,0.814543099161978,0.15153368871799344,105.76,123.1,23860600.0,22235270.0,13190236.0,2026-11-04,54.0,False,False,0.323,0.476,0.43884,0.42011002,240.279,0.23618999,0.9189,0.04528,50.042038,33.352993,10.724988,20.616732,,0.0454,1.91,0.79462,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-09-11T17:06:14+00:00,1789146374.0,,,REGULAR,REGULAR,2026-09-11T17:06:18.122942+00:00,yahoo_quote_summary,AVOID,,NO_VALID_SETUP | score 70.13 | RS 0.852 | trend 1.0 | R:R 2.0 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,no_valid_setup,85.49,KNOWN,WIDE_OR_INCOHERENT,LOW,94.67,54.7,82.2,,49.0,asset=94.67; setup=54.7; context=82.2; institutional=None,113.18000030517578,103.29339299883162,132.9532149178641,,,,47,176,-129,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
