rank,ticker,company,exchange,quote_type,country,sector,industry,market_cap,market_regime,final_score,rs_score,trend_score,trend_status,volume_score,sector_score,structure_score,rr_score,liquidity_pass,liquidity_score,momentum_score,fundamental_score,options_score,options_bias,options_confidence,options_crowded_bullish,setup_type,trigger_confirmed,trigger_level,entry,stop,target,rr,atr_pct,relative_volume,price,avg_volume_20d,avg_volume_60d,median_volume_20d,mean_volume_20d,dollar_volume_20d,median_to_mean_volume_ratio,spread_pct,bid,ask,average_volume_yf,average_volume_10d_yf,regular_market_volume_yf,earnings_date,days_to_earnings,earnings_veto,earnings_penalty,revenue_growth,earnings_growth,operating_margins,profit_margins,debt_to_equity,return_on_equity,gross_margins,return_on_assets,trailing_pe,forward_pe,price_to_book,price_to_sales_ttm,enterprise_to_ebitda,short_percent_float,short_ratio,held_percent_institutions,options_data_available,options_source,options_expirations_used,call_volume,put_volume,call_open_interest,put_open_interest,put_call_volume_ratio,put_call_oi_ratio,call_volume_share,call_oi_share,near_call_volume,near_put_volume,near_call_open_interest,near_put_open_interest,near_put_call_volume_ratio,near_put_call_oi_ratio,near_call_oi_share,max_call_oi_strike,max_call_oi,max_put_oi_strike,max_put_oi,max_pain_approx,atm_implied_volatility,call_volume_to_oi,put_volume_to_oi,total_option_volume,total_option_open_interest,warnings,scanner_stage,quote_timestamp,regular_market_time,pre_market_time,post_market_time,market_session,market_state_raw,metadata_fetched_at,quote_timestamp_source,signal,veto_reasons,reason_summary,all_veto_reasons,source_channel,validation_status,data_quality_warning,universe_veto_reasons,metadata_source,cache_schema_version,currency,enterprise_value,shares_outstanding,average_volume,average_volume_10d,bid_size,ask_size,regular_market_volume,total_debt,total_cash,free_cashflow,operating_cashflow,earnings_quarterly_growth,eps_trailing_twelve_months,eps_forward,peg_ratio,held_percent_insiders,fundamental_warning,early_veto_reasons,penalty_reasons,quote_age_seconds,quote_temporal_status,quote_status,execution_quote_quality,asset_quality_score,setup_quality_score,context_score,institutional_score,final_trade_score,score_breakdown,theoretical_entry,theoretical_stop,theoretical_target,actionable_entry,actionable_stop,actionable_target,legacy_rank,trade_rank,rank_delta,legacy_rank_basis,trade_rank_basis,run_trust_status,run_trust_reasons,critical_essential_sources,run_manual_review_required,schema_version,backtest_run_id,generated_at_utc,market_date_et,exchange_timezone
53,MTCH,"Match Group, Inc.",NMS,EQUITY,United States,Communication Services,Internet Content & Information,8612199424,risk_off,55.97,0.567,0.8,acceptable,0.11,0.298,0.82,0.781,True,1.0,0.35,0.6191,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,PULLBACK,True,36.613999938964845,36.84000015258789,34.99414253234863,41.029998779296875,2.2699468153810702,0.03340314174075073,0.2199055481779952,36.84000015258789,3353826.25,3460528.75,3038950.0,3353826.25,123554959.56175327,0.9061143224101129,0.1488309953239813,34.64,40.21,3482821.0,2670970.0,731608.0,2026-08-04,11.0,False,False,0.039,0.52,0.27365,0.18827,,,0.73877996,0.15377,14.062978,8.783075,-39.49089,,10.693,0.0723,3.35,1.09104,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:32:21+00:00,1784820741.0,,,REGULAR,REGULAR,2026-07-23T15:32:24.089635+00:00,yahoo_quote_summary,AVOID,,PULLBACK | score 55.97 | RS 0.567 | trend 0.8 | R:R 2.27 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.93,KNOWN,WIDE_OR_INCOHERENT,LOW,80.64,51.53,55.5,,60.72,asset=80.64; setup=51.53; context=55.5; institutional=None,36.84000015258789,34.99414253234863,41.029998779296875,36.84000015258789,34.99414253234863,41.029998779296875,118,60,58,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
54,RIVN,"Rivian Automotive, Inc.",NMS,EQUITY,United States,Consumer Cyclical,Auto Manufacturers,23780265984,risk_off,55.59,0.603,0.8,acceptable,0.338,0.281,0.82,0.7,True,1.0,0.35,0.1683,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,PULLBACK,True,16.145600070953368,16.4950008392334,14.503868239266533,20.47726603916713,2.0,0.08047418404211103,0.22761811589936368,16.4950008392334,42012227.2,34912422.4,31321550.0,42012227.2,692991722.9220643,0.7455341477349717,0.14654654654654664,15.43,17.87,34920639.0,34153040.0,9111777.0,2026-07-30,6.0,False,True,0.114,,-0.63794,-0.63622004,118.153,-0.65691,0.01031,-0.16018999,,-8.787653,4.7023754,4.3018107,-7.281,0.1435,4.65,0.37103,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"earnings en 6 días: penalización; options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:29:47+00:00,1784820587.0,,,REGULAR,REGULAR,2026-07-23T15:29:51.328038+00:00,yahoo_quote_summary,AVOID,,PULLBACK | score 55.59 | RS 0.603 | trend 0.8 | R:R 2.0 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.93,KNOWN,WIDE_OR_INCOHERENT,LOW,65.61,55.2,56.13,,58.35,asset=65.61; setup=55.2; context=56.13; institutional=None,16.4950008392334,14.503868239266533,20.47726603916713,16.4950008392334,14.503868239266533,20.47726603916713,121,65,56,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
55,DCOM,"Dime Commercial Bancshares, Inc",NYQ,EQUITY,,,,1709618432,risk_off,55.05,0.51,0.8,acceptable,0.469,,0.82,0.717,True,1.0,0.35,0.5,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,PULLBACK,True,38.71530006408691,38.76499938964844,37.34732484817505,41.682498114449636,2.05794675678456,0.025087052502145105,0.2798798238786011,38.76499938964844,338902.6,305099.2,282950.0,338902.6,13137559.082150267,0.8349006469705456,,,,,,,,,False,False,,,,,,,,,,,,,,,,,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,,,,,UNKNOWN,,,,AVOID,,PULLBACK | score 55.05 | RS 0.51 | trend 0.8 | R:R 2.06 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,MISSING,LOW,76.67,58.9,65.5,,65.67,asset=76.67; setup=58.9; context=65.5; institutional=None,38.76499938964844,37.34732484817505,41.682498114449636,38.76499938964844,37.34732484817505,41.682498114449636,126,46,80,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
56,ALLY,Ally Financial Inc.,NYQ,EQUITY,United States,Financial Services,Credit Services,13217197056,risk_off,54.87,0.329,0.55,weak,0.325,0.54,0.82,1.0,True,1.0,0.1,0.5671,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,PULLBACK,True,44.146799850463864,43.439998626708984,43.15314893722534,47.290000915527344,13.421671453605898,0.026621295001194603,0.19273930829271194,43.439998626708984,3119270.3,3139808.433333333,3028100.0,3119270.3,135501097.54833412,0.970771914187751,0.0009199632014719214,43.46,43.5,3171291.0,3367730.0,596392.0,2026-10-16,84.0,False,False,0.111,0.135,0.25340998,0.18405001,,0.09681,0.0,0.0074699996,10.544903,6.788504,1.005299,1.6747937,,0.045300003,4.11,0.8837,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:31:06+00:00,1784820666.0,,,REGULAR,REGULAR,2026-07-23T15:31:43.755342+00:00,yahoo_quote_summary,AVOID,,PULLBACK | score 54.87 | RS 0.329 | trend 0.55 | R:R 13.42 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.93,KNOWN,VALID,HIGH,70.57,56.12,47.3,,57.68,asset=70.57; setup=56.12; context=47.3; institutional=None,43.439998626708984,43.15314893722534,47.290000915527344,43.439998626708984,43.15314893722534,47.290000915527344,127,66,61,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
57,APH,Amphenol Corporation,NYQ,EQUITY,United States,Technology,Electronic Components,193109917696,risk_off,54.77,0.46,0.8,acceptable,0.167,0.307,0.82,0.828,True,1.0,0.26,0.5329,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,PULLBACK,True,160.60099868774415,157.08999633789062,148.25928388323103,178.52000427246094,2.4267586612745626,0.03747623511160356,0.27801948845842633,157.08999633789062,6910695.4,9698693.466666667,6229800.0,6910695.4,1085601115.0782776,0.9014722310000813,0.0013947885627337783,157.62,157.84,9688693.0,5966970.0,1881471.0,2026-07-29,5.0,False,True,0.584,0.241,0.27305,0.17239,133.051,0.36825,0.37919998,0.13453001,45.10776,26.874403,13.806069,,25.462,0.0147,1.64,0.98137003,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"earnings en 5 días: penalización; options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:30:46+00:00,1784820646.0,,,REGULAR,REGULAR,2026-07-23T15:30:49.751687+00:00,yahoo_quote_summary,AVOID,,PULLBACK | score 54.77 | RS 0.46 | trend 0.8 | R:R 2.43 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.93,KNOWN,VALID,HIGH,77.76,51.88,52.23,,59.17,asset=77.76; setup=51.88; context=52.23; institutional=None,157.08999633789062,148.25928388323103,178.52000427246094,157.08999633789062,148.25928388323103,178.52000427246094,128,63,65,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
58,TILE,"Interface, Inc.",NMS,EQUITY,,,,1864184320,risk_off,54.53,0.496,0.8,acceptable,0.371,,0.82,1.0,True,1.0,0.1,0.5,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,PULLBACK,True,31.559400062561036,32.150001525878906,30.954450607299805,36.65999984741211,3.772318059772213,0.038124846280674585,0.09762191500789068,32.150001525878906,528313.75,564406.25,432650.0,528313.75,16985287.868642807,0.8189262535756452,,,,,,,,,False,False,,,,,,,,,,,,,,,,,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,,,,,UNKNOWN,,,,AVOID,,PULLBACK | score 54.53 | RS 0.496 | trend 0.8 | R:R 3.77 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,MISSING,LOW,76.67,57.27,64.8,,64.75,asset=76.67; setup=57.27; context=64.8; institutional=None,32.150001525878906,30.954450607299805,36.65999984741211,32.150001525878906,30.954450607299805,36.65999984741211,131,49,82,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
59,MCY,Mercury General Corporation,NYQ,EQUITY,,,,5753770496,risk_off,54.5,0.502,0.8,acceptable,0.355,,0.82,0.802,True,1.0,0.35,0.5,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,PULLBACK,True,103.48520004272461,104.16000366210938,100.24625,113.32285962785994,2.3411938401897574,0.02932301473245743,0.17270551078469462,104.16000366210938,303198.2,279202.73333333334,292950.0,303198.2,31581125.62234497,0.9661996674122735,,,,,,,,,False,False,,,,,,,,,,,,,,,,,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,,,,,UNKNOWN,,,,AVOID,,PULLBACK | score 54.5 | RS 0.502 | trend 0.8 | R:R 2.34 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,MISSING,LOW,76.67,58.17,65.1,,65.23,asset=76.67; setup=58.17; context=65.1; institutional=None,104.16000366210938,100.24625,113.32285962785994,104.16000366210938,100.24625,113.32285962785994,132,47,85,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
60,CRDO,Credo Technology Group Holding ,NMS,EQUITY,Cayman Islands,Technology,Semiconductors,42709032960,risk_off,53.96,0.49,0.55,weak,0.212,0.307,0.82,0.81,True,1.0,0.1,1.0,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,PULLBACK,True,231.14909973144532,230.92999267578125,198.0976666041783,308.6700134277344,2.3677890071636245,0.09478291289689268,0.2355466633930777,230.92999267578125,8132155.1,8132463.366666666,7230200.0,8132155.1,1877958517.681317,0.8890878138809724,0.12624070811670174,218.04,247.42,8188049.0,5767170.0,1893708.0,2026-09-02,40.0,False,False,1.57,3.432,0.35661998,0.35374,1.233,0.34408,0.68035007,0.17916,91.4761,25.298403,20.631233,32.0763,85.792,0.0321,0.45,0.76097,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:30:52+00:00,1784820652.0,,,REGULAR,REGULAR,2026-07-23T15:30:53.261623+00:00,yahoo_quote_summary,AVOID,,PULLBACK | score 53.96 | RS 0.49 | trend 0.55 | R:R 2.37 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.93,KNOWN,WIDE_OR_INCOHERENT,LOW,85.0,48.55,44.9,,57.66,asset=85.0; setup=48.55; context=44.9; institutional=None,230.92999267578125,198.0976666041783,308.6700134277344,230.92999267578125,198.0976666041783,308.6700134277344,137,67,70,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
61,BFH,"Bread Financial Holdings, Inc.",NYQ,EQUITY,,,,4073840128,risk_off,52.46,0.483,0.8,acceptable,0.322,,0.82,0.7,True,1.0,0.26,0.5,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,PULLBACK,True,101.18775024414063,100.7750015258789,95.27268055507115,111.77964346749442,2.0,0.03640003894811662,0.36075604142553575,100.7750015258789,661466.4,666563.8,672750.0,661466.4,66659277.46931763,1.0170584628334862,,,,,,,,,False,False,,,,,,,,,,,,,,,,,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,,,,,UNKNOWN,,,,AVOID,,PULLBACK | score 52.46 | RS 0.483 | trend 0.8 | R:R 2.0 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,MISSING,LOW,76.67,52.55,64.15,,62.47,asset=76.67; setup=52.55; context=64.15; institutional=None,100.7750015258789,95.27268055507115,111.77964346749442,100.7750015258789,95.27268055507115,111.77964346749442,147,55,92,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
62,CUBI,"Customers Bancorp, Inc",NYQ,EQUITY,,,,2539925760,risk_off,51.5,0.367,0.55,weak,0.319,,0.82,1.0,True,1.0,0.35,0.5,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,PULLBACK,True,76.13500076293946,74.94999694824219,74.32649696350097,81.44000244140625,10.408990620677798,0.022424473208209027,0.14056325855291704,74.94999694824219,339128.45,325914.48333333334,317200.0,339128.45,25417676.292562105,0.9353388074636616,,,,,,,,,False,False,,,,,,,,,,,,,,,,,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,,,,,UNKNOWN,,,,AVOID,,PULLBACK | score 51.5 | RS 0.367 | trend 0.55 | R:R 10.41 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,MISSING,LOW,68.33,62.23,45.85,,59.37,asset=68.33; setup=62.23; context=45.85; institutional=None,74.94999694824219,74.32649696350097,81.44000244140625,74.94999694824219,74.32649696350097,81.44000244140625,155,62,93,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
63,OII,"Oceaneering International, Inc.",NYQ,EQUITY,United States,Energy,Oil & Gas Equipment & Services,4881033728,risk_off,70.41,0.947,1.0,excellent,0.489,1.0,0.25,0.7,True,1.0,0.74,0.7078,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,48.79499816894531,45.97071198054722,54.443570545741494,2.0,0.03858709969437748,0.743379767193205,48.79499816894531,1161314.9,1026034.9666666667,899100.0,1161314.9,56666358.4190689,0.774208614734901,0.00471940084128458,48.62,48.85,1037031.0,866550.0,862521.0,2026-10-21,89.0,False,False,0.1,0.195,0.11486,0.121879995,41.945,0.34570998,0.1982,0.07424,14.520834,22.911268,4.397476,1.6944383,,0.0842,5.0,1.07937,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:32:02+00:00,1784820722.0,,,REGULAR,REGULAR,2026-07-23T15:32:44.374923+00:00,yahoo_quote_summary,VETO,no_valid_setup,Veto: no_valid_setup,no_valid_setup,,,,,,,,,,,,,,,,,,,,,,,,,,,101.93,KNOWN,VALID,HIGH,90.26,54.48,98.23,,49.0,asset=90.26; setup=54.48; context=98.23; institutional=None,48.79499816894531,45.97071198054722,54.443570545741494,,,,8,72,-64,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
64,VG,"Venture Global, Inc.",NYQ,EQUITY,United States,Energy,Oil & Gas Midstream,37998256128,risk_off,70.28,0.937,0.85,excellent,0.534,1.0,0.25,0.7,True,1.0,0.86,0.7742,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,15.335000038146973,14.151071548461914,17.70285701751709,2.0,0.05146955708031505,0.7281523534797589,15.335000038146973,14029967.7,16299470.9,12383350.0,14029967.7,215149555.2147008,0.882635674207575,0.0006533812479581697,15.3,15.31,16463790.0,16958040.0,9445359.0,2026-08-11,18.0,False,False,0.589,0.267,0.25027,0.18049999,304.504,0.25521,0.44177,0.06447,15.932292,15.138019,5.250601,2.4556196,12.556,1.1327,3.2,0.89807,False,not_prioritized,,,,,,,,,,,,,,,,,,,,,,,,,,,candidato fuera del cupo priorizado de opciones,FULL_SCORE,2026-07-23T15:27:37+00:00,1784820457.0,,,REGULAR,REGULAR,2026-07-23T15:27:40.201724+00:00,yahoo_quote_summary,VETO,no_valid_setup,Veto: no_valid_setup,no_valid_setup,,,,,,,,,,,,,,,,,,,,,,,,,,,366.93,KNOWN,VALID,HIGH,87.47,58.6,92.9,,49.0,asset=87.47; setup=58.6; context=92.9; institutional=None,15.335000038146973,14.151071548461914,17.70285701751709,,,,10,73,-63,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
65,CSX,CSX Corporation,NMS,EQUITY,United States,Industrials,Railroads,97765982208,risk_off,69.83,0.876,1.0,excellent,0.568,0.841,0.25,0.7,True,1.0,0.86,0.726,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,52.70500183105469,51.13214465550014,55.85071618216378,2.0,0.019895103195914556,0.8542386914771568,52.70500183105469,12127953.35,12333297.783333333,11406500.0,12127953.35,639203803.5186958,0.940513182300458,0.08105022831050224,50.43,54.69,12445526.0,12235550.0,10241715.0,2026-10-22,90.0,False,False,0.101,0.227,0.38272,0.22208999,137.401,0.24357,0.47085,0.073850006,32.34356,23.277378,7.214999,6.7509904,16.167,0.021,3.13,0.84186,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:29:41+00:00,1784820581.0,,,REGULAR,REGULAR,2026-07-23T15:29:41.991673+00:00,yahoo_quote_summary,VETO,no_valid_setup,Veto: no_valid_setup,no_valid_setup,,,,,,,,,,,,,,,,,,,,,,,,,,,242.93,KNOWN,WIDE_OR_INCOHERENT,LOW,90.87,59.45,90.57,,49.0,asset=90.87; setup=59.45; context=90.57; institutional=None,52.70500183105469,51.13214465550014,55.85071618216378,,,,11,74,-63,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
66,LPG,Dorian LPG Ltd.,NYQ,EQUITY,United States,Energy,Oil & Gas Midstream,1947463424,risk_off,69.7,0.892,0.85,excellent,0.525,1.0,0.25,0.7,True,1.0,1.0,0.5901,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,45.505001068115234,42.75271497453962,51.00957325526646,2.0,0.040322104222578224,0.35073089978079225,45.505001068115234,679241.55,683802.1833333333,674950.0,679241.55,30908887.45825825,0.9936818499987228,0.001541001651073204,45.39,45.46,679640.0,571170.0,237762.0,2026-07-31,7.0,False,True,1.052,8.976,0.55215,0.40780997,62.258,0.17726,0.68933,0.07197,10.0231285,13.208999,1.7092365,4.09954,8.228,0.0727,2.94,0.70517,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"earnings en 7 días: penalización; options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:32:54+00:00,1784820774.0,,,REGULAR,REGULAR,2026-07-23T15:32:58.628354+00:00,yahoo_quote_summary,VETO,no_valid_setup,Veto: no_valid_setup,no_valid_setup,,,,,,,,,,,,,,,,,,,,,,,,,,,49.93,KNOWN,VALID,HIGH,81.34,61.88,91.4,,49.0,asset=81.34; setup=61.88; context=91.4; institutional=None,45.505001068115234,42.75271497453962,51.00957325526646,,,,13,75,-62,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
67,EQNR,Equinor ASA,NYQ,EQUITY,Norway,Energy,Oil & Gas Integrated,98719531008,risk_off,69.03,0.827,0.85,excellent,0.572,1.0,0.25,0.7,True,1.0,0.74,0.861,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,41.4900016784668,39.707144601004465,45.05571583339146,2.0,0.028647176112112666,0.7035777703225281,41.4900016784668,3693296.05,3905598.683333333,3274300.0,3693296.05,153234859.3135748,0.8865522708367773,0.0002414584087892096,41.41,41.42,3886283.0,4045850.0,2558330.0,2026-07-22,-2.0,False,False,0.374,2.98,0.36112,0.0797,75.162,0.21270001,0.40133998,0.14516,11.251355,11.151206,4.7568173,0.86813426,4.849,0.031400003,6.44,0.06836,False,not_prioritized,,,,,,,,,,,,,,,,,,,,,,,,,,,candidato fuera del cupo priorizado de opciones,FULL_SCORE,2026-07-23T15:27:18+00:00,1784820438.0,,,REGULAR,REGULAR,2026-07-23T15:27:27.725702+00:00,yahoo_quote_summary,VETO,no_valid_setup,Veto: no_valid_setup,no_valid_setup,,,,,,,,,,,,,,,,,,,,,,,,,,,385.93,KNOWN,VALID,HIGH,90.37,56.55,89.23,,49.0,asset=90.37; setup=56.55; context=89.23; institutional=None,41.4900016784668,39.707144601004465,45.05571583339146,,,,14,76,-62,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
68,CVE,Cenovus Energy Inc,NYQ,EQUITY,Canada,Energy,Oil & Gas Integrated,55833612288,risk_off,68.15,0.865,0.85,excellent,0.494,1.0,0.25,0.7,True,1.0,1.0,0.4091,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,NO_VALID_SETUP,False,,29.860000610351562,28.567857810429164,32.44428621019636,2.0,0.02884891211231146,0.26916621134858193,29.860000610351562,6722589.7,8086478.233333333,6560750.0,6722589.7,200736532.54514313,0.9759259887599566,0.000335289186923655,29.82,29.83,8175162.0,6023360.0,1743122.0,2026-07-29,5.0,False,True,-0.071,0.78,0.18501,0.09519,42.271,0.14832,0.24870001,0.05667,16.794945,12.373759,2.4123037,,6.126,,3.29,0.55252,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"earnings en 5 días: penalización; options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:28:18+00:00,1784820498.0,,,REGULAR,REGULAR,2026-07-23T15:28:38.943166+00:00,yahoo_quote_summary,VETO,no_valid_setup,Veto: no_valid_setup,no_valid_setup,,,,,,,,,,,,,,,,,,,,,,,,,,,325.93,KNOWN,VALID,HIGH,75.3,61.1,90.5,,49.0,asset=75.3; setup=61.1; context=90.5; institutional=None,29.860000610351562,28.567857810429164,32.44428621019636,,,,17,77,-60,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
