session_id,session_date,started_at,closed_at,status,result,pytest_status,daily_validation_status,release_readiness_status,gui_release_audit_status,streamlit_smoke_status,gui_opened,manual_review_only_confirmed,no_real_order_confirmed,broker_disconnected_confirmed,candidates_rows,trigger_confirmed_rows,watchlist_rows,recheck_live_quote_rows,paper_actions_logged,paper_enter_count,closed_paper_count,pending_export_count,exported_outcomes_count,issues_count,warnings_count,notes,no_real_order_notice
5b4bedc7d6fd48309c36d77479cf1088,2026-06-13,2026-06-14T00:14:00.127837+00:00,2026-06-14T00:37:30.069370+00:00,CLOSED,PASS,UNKNOWN,WARN,WARN,WARN,PASS,True,True,True,True,30,0,30,20,0,0,0,0,0,0,2,Primera corrida supervisada GUI paper-only | Primera corrida supervisada GUI paper-only | Primera corrida supervisada GUI paper-only,paper trading only; no real order
